name,fans,fave,tags,vote
1162495-Dress+Of+Elegance-red-midi-make-me-chic-dress,296,26 favorites,"['Elegant', 'Formal', 'spring']",201 votes
1126758-Age+of+Adaline-cndirect-dress,31856,58 favorites,"['Vintage', 'Fashion Show', 'summer']",334 votes
1029780-Sip+of+fresh+mint-sheinside-coat-zara-dress-zara-bag-ebay-sunglasses-ebay-heels,20,47 favorites,"['Outdoor', 'Going Out With Friends', 'spring']",304 votes
1017062-Spots-black-wholesale7-boots-navy-lulus-dress,96,70 favorites,"['Urban', 'Casual Party', 'summer']",238 votes
939440-Blush+Sheinside+Giveaway-peach-sheinside-dress,20444,84 favorites,"['Romantic', 'Wedding', 'summer', 'hot', 'pleated']",411 votes
988676-Your+Brights+Are+On-navy-vintage-blazer-ruby-red-sammydress-dress-red-single-breasted-tulle-coat,2120,63 favorites,"['Vintage', 'Brunch', 'winter']",352 votes
1079322-fits+the+bill-black-ankle-boots-h-m-boots-blue-maxi-dress-patterson-j-kincaid-dress,33811,102 favorites,"['Comfortable', 'Everyday', 'fall']",410 votes
1172136-Cut+out-poppy-lovers-dress,31856,66 favorites,"['Chic', 'Beach', 'fall']",314 votes
983360-Saddle+shoes+on+a+Black+whole-zara-dress-uterque-shoes-zara-sweater-furla-bag,3823,52 favorites,"['Comfortable', 'Everyday', 'winter']",331 votes
945871-Simple-turquoise-blue-vintage-necklace-black-thrifted-vintage-boots,3378,24 favorites,"['Chic', 'Everyday', 'fall', 'maxi dress', 'beautiful', 'simple']",193 votes
955689-SPARKLE+SHINE-anthropologie-dress-natasha-purse-via-spiga-heels,11136,85 favorites,"['Chic', 'Cocktail', 'winter']",393 votes
1150362-Johnny-choies-dress-romwe-coat,31856,72 favorites,"['Chic', 'Brunch', 'winter']",370 votes
1153312-Valentines+Day+Outfit+with+Lulus-red-lulus-dress-red-nina-shoes-bag-red-lulus-sandals,16077,70 favorites,"['Classic', ""Valentine's Day"", 'Summer']",403 votes
945562-Can+You+Find+My+Heart-oasap-dress,7560,77 favorites,"['Trendy', 'Everyday', 'Summer']",393 votes
1108510-Guale-yoins-shoes-yoins-dress,31856,85 favorites,"['Romantic', 'Blind Date', 'spring', 'blue', 'fashion']",379 votes
1078471-Fly+Away-green-macstile-dress,18061,59 favorites,"['Chic', 'Casual Party', 'Summer']",319 votes
1067083-Party+Plan-zara-dress-zara-jacket-pull-bear-heels,1465,44 favorites,"['Elegant', 'Other', 'fall']",224 votes
943186-Autumn-zara-dress-zara-coat,472,65 favorites,"['Comfortable', 'Everyday', 'fall']",245 votes
1047219-Not+so+Basic+Basics-trench-coat-h-m-jacket-cami-dress-asos-dress,81,75 favorites,"['Basic', 'Formal', 'fall']",382 votes
1054590-Bollywood-virgos-lounge-dress-suiteblanco-heels,1465,49 favorites,"['Elegant', 'Cocktail', 'summer']",271 votes
1148387-Army+Green-charles-albert-necklace-enfants-riches-d%C3%A9prim%C3%A9s-tank-dress-h-m-silk-blazer,67,46 favorites,"['Casual', 'Brunch', 'fall']",320 votes
1057883-Velvet+Illusion-gold-topshop-necklace-ruby-red-vintage-90s-dress-black-h-m-hat,186,48 favorites,"['90s', 'Everyday', 'fall']",268 votes
971969-IM+A+MOTEL+ROCKS+BABY+NOW-black-chictopia-shop-armkel-boots-black-ombre-motel-rocks-dress,599,73 favorites,"['Urban', 'Everyday', 'winter']",300 votes
1093983-Purple+Passion-purple-primark-dress-black-next-coat-deep-purple-primark-hat,49,74 favorites,"['Business Casual', 'Art Opening', 'fall']",342 votes
992253-Laced+Illusion-hot-miami-styles-dress,752,66 favorites,"['Chic', 'Cocktail', 'spring']",317 votes
994983-LAYERED+UP-topshop-dress-topshop-jacket-loeffler-randall-bag-tibi-heels,11136,55 favorites,"['Chic', 'Traveling', 'spring']",333 votes
1113247-Morena-romwe-dress,31856,66 favorites,"['Elegant', 'Wedding', 'spring']",333 votes
1162361-One+dress+two+ways-white-zara-dress,583,58 favorites,"['Elegant', 'Fashion Show', 'spring']",334 votes
1112579-BANGKOK-cotton-bella-luxx-dress,7450,46 favorites,"['Casual', 'Everyday', 'Summer', 'fashion']",233 votes
1004840-My+new+boots-patent-leather-modress-boots-black-h-m-dress-blue-suede-kate-lee-bag,426,70 favorites,"['Chic', 'Shopping Date', 'spring']",384 votes
978100-That+Feels+Different-sky-blue-6ks-jacket-black-new-look-boots-heather-gray-zara-dress,484,44 favorites,"['Chic', 'Everyday', 'winter']",277 votes
977717-Sea+Breeze-tan-local-store-hat-black-zara-dress-ruby-red-clover-canyon-swimwear,4817,63 favorites,"['Chic', 'Beach', 'summer']",302 votes
1085963-misty+day-kimono-yoins-cardigan-slip-stylemoi-dress,101,49 favorites,"['Bohemian', 'Music Concert', 'fall']",326 votes
1137022-Little+Mod+Shift-magenta-banana-republic-jacket-black-charlotte-russe-shoes,1340,23 favorites,"['Chic', 'Everyday', 'Summer']",233 votes
1043401-When+In+Red-valentino-bag-ktrcollection-dress,742,42 favorites,"['Sexy', 'Girls Night Out', 'summer', 'red']",224 votes
1161454-fit+and+flared-black-maggy-london-dress-bronze-street-level-bag-nude-sam-edelman-sandals,507,49 favorites,"['Elegant', 'Lunch Date', 'spring']",325 votes
1000488-Lazy+Daisy-black-gladiator-thrift-store-shoes-black-daisy-printed-thrifted-dress,13,69 favorites,"['Eclectic', 'Going Out With Friends', 'spring']",396 votes
1078175-Desk+to+Drinks-gray-obakki-dress-black-kate-spade-bag,652,62 favorites,"['Chic', 'Work Happy Hour', 'fall']",249 votes
1111519-Lets+get+Trippy-teal-dress-we-love-colors-dress-magenta-gloves-we-love-colors-gloves,27479,59 favorites,"['80s', 'Clubbing', 'Summer']",379 votes
1035021-Golden-gold-pinup-couture-dress-gold-pinup-couture-pumps-ivory-vintage-gloves,180,56 favorites,"['50s', 'Prom', 'summer', 'prom']",280 votes
1129072-Red+at+the+beach-romwe-dress,6395,53 favorites,"['Chic', 'Pool Party', 'summer']",238 votes
1142384-Samurai+Drama-chicwish-dress-noradress-sandals,31856,63 favorites,"['Chic', 'Fashion Show', 'fall']",362 votes
1059406-Take+it+All+Away+Like+This-neutral-oasap-dress-army-green-thrifted-jacket,1817,49 favorites,"['90s', 'Everyday', 'summer']",342 votes
1007140-For+all+we+know-camel-displicent-dress,18061,82 favorites,"['Comfortable', 'Casual Party', 'fall']",365 votes
1049946-EMERALD+ROSE-last-night-dress,1632,38 favorites,"['Romantic', 'Dinner Date', 'Summer']",242 votes
1152521-Tights+Season-h-m-dress-shirt-hanes-stockings,231,63 favorites,"['Classic', 'Work', 'winter', 'favorite']",358 votes
972244-WEARING+NEUTRALS-bershka-boots-forever-21-dress-zara-blouse,101,59 favorites,"['Chic', 'Shopping', 'winter']",272 votes
1097276-Sporty+Chic-white-deichmann-shoes-periwinkle-milanoo-dress-silver-jacket,233,64 favorites,"['Sneaker', 'Vacation', 'spring']",289 votes
1010589-Being+casual-mustard-faux-leather-unknown-brand-boots-burnt-orange-maxi-dress-bershka-dress,54,51 favorites,"['Bohemian', 'Brunch', 'spring']",336 votes
942792-red+is+good+for+me-black-bata-boots-ruby-red-wingfree-dress-black-paper-mint-bag,438,48 favorites,"['Chic', 'Work', 'summer']",214 votes
1136766-Storms+are+brewing-light-blue-denim-charlotte-ruse-jacket-dark-brown-fringe-ami-clubwear-boots,252,59 favorites,"['Bohemian', 'Everyday', 'Summer']",360 votes
1047564-Sanctuary+Camelback+Resort+and+Spa-nude-motel-rocks-dress-beige-shoedazzle-wedges,502,62 favorites,"['Elegant', 'Dinner Party', 'summer']",353 votes
1181250-Glittered+Gladiators-silver-zara-sandals-off-white-peasant-zara-dress,29687,21 favorites,"['Natural', 'Other', 'Summer']",104 votes
1060051-Winter+time-black-persunmall-shoes-charcoal-gray-chicwish-dress-navy-chicwish-coat,880,91 favorites,"['Casual', 'Everyday', 'Summer']",414 votes
1149081-On+a+side+track-red-wool-thrifted-vintage-coat-navy-cama%C3%AFeu-dress,88,52 favorites,"['Retro', 'Everyday', 'fall']",282 votes
1048323-Right+Here+Right+Nows+All+We+Got-white-dress,804,22 favorites,"['Casual', 'Everyday', 'Summer']",69 votes
984702-Back+in+Black-black-nasty-gal-boots-black-unif-dress-black-nasty-gal-jacket,209,0 favorites,"['90s', 'Lunch Date', 'spring']",32 votes
1143314-Nicholas+Kirkwood+10th+Anniversary-maje-dress-maje-jacket-hugo-boss-accessories,964,27 favorites,"['Sexy', 'Cocktail', 'fall']",214 votes
1124997-summer+look-shein-dress,1160,53 favorites,"['Bohemian', 'Amusement Park', 'summer']",293 votes
1048586-Little+Foxes+On+My+Dress-sky-blue-modcloth-dress-burnt-orange-forever-21-bag-light-pink-flats,185,50 favorites,"['Preppy', 'Other', 'Summer']",299 votes
1131702-Castaway-white-lace-spell-dress-blue-guess-belt,161,67 favorites,"['Bohemian', 'Everyday', 'summer']",347 votes
953420-asymetric+camisole-maria-roch-dress-aldo-boots-deichmann-bag-zara-sunglasses,79,31 favorites,"['Eclectic', 'Fashion Show', 'spring']",349 votes
1043895-SLIP+ONS+Obsession-navy-dress-black-jacket-white-bag,670,47 favorites,"['Casual', 'Everyday', 'summer']",367 votes
941447-Next+to+Me-light-pink-floral-vintage-dress-black-leather-sam-edelman-boots,490,52 favorites,"['Bohemian', 'Casual Party', 'fall']",207 votes
965444-RED+COAT-red-vintage-coat-ankle-booties-asos-boots-faux-fur-primark-dress,257,43 favorites,"['Chic', 'Dinner Date', 'winter']",342 votes
960099-Put+a+Belt+On+It-black-thrifted-belt-red-paisley-vintage-dress-black-booties-thrifted-heels,337,36 favorites,"['80s', 'Everyday', 'winter']",207 votes
1072635-material-white-american-apparel-dress,374,69 favorites,"['Urban', 'Other', 'spring']",338 votes
987050-Pepita+pattern-black-asos-boots-crimson-zara-dress-black-forever-21-hat-maroon-zara-bag,187,55 favorites,"['Chic', 'Dinner Party', 'winter']",384 votes
995243-Flowerdress-casual-primark-dress,155,47 favorites,"['Comfortable', 'Amusement Park', 'Summer']",212 votes
1049465-High+neck+Lace+dress-asos-dress-asos-bag-asos-sandals-asos-ring,268,52 favorites,"['Chic', 'Dinner Date', 'Summer']",328 votes
1013131-Paper+Dolls+dress-black-and-white-little-mistress-dress,75,75 favorites,"['Romantic', 'Formal', 'spring', 'cute']",376 votes
1055344-A+fresh+start-burnt-orange-forever21-dress,14438,76 favorites,"['Chic', 'Everyday', 'summer']",416 votes
1036103-Pink+Wedding-asos-dress,147,59 favorites,"['Elegant', 'Wedding', 'summer']",327 votes
1185749-Cobalt-white-nordstrom-bag-blue-sheinside-dress-nude-bottega-veneta-heels,507,59 favorites,"['Trendy', 'Brunch', 'spring']",291 votes
1147454-FAVOURITE+DRESS-cream-zara-boots-green-missoni-dress-green-zara-bag,117,64 favorites,"['70s', 'Birthday', 'fall', 'booties', 'missoni', 'charol']",328 votes
943713-Autumn+in+the+air-floral-forever-21-dress,97,36 favorites,"['Romantic', 'Lunch Date', 'fall']",182 votes
1108654-WOOTD-black-plants-cyeoms-dress-black-2-in-1-melissa-araujo-vest,221,22 favorites,"['Androgynous', 'Work', 'Summer']",120 votes
1054306-Say+Yes+to+the+Dress-maxi-dress-talulah-dress-cat-eye-le-specs-sunglasses,442,71 favorites,"['Romantic', 'Cocktail', 'Summer']",361 votes
1046243-Watercolors-amethyst-vintage-earrings-dark-brown-target-boots,109,69 favorites,"['Vintage', 'Work', 'summer']",364 votes
1035199-Afternoon+Tea+at+The+Langham+Hotel-banana-republic-dress-zara-shoes-the-cambridge-satchel-company-bag,77,1 favorite,"['Urban', 'Lunch Date', 'summer']",104 votes
1131379-Downtown+Dallas-black-h-m-boots-white-forever-21-dress-black-asos-jeans,19484,65 favorites,"['Bohemian', 'Going Out With Friends', 'spring']",350 votes
1054304-Onyx+Sweetheart-carrot-orange-striped-modcloth-dress-carrot-orange-crossbody-steve-madden-bag,1736,88 favorites,"['Chic', 'Dinner Date', 'summer']",374 votes
956718-Happy+almost+Thanksgiving-navy-in-god-we-trust-nyc-dress-brown-leather-billy-kirk-bag,520,76 favorites,"['Vintage', 'Other', 'fall']",378 votes
1064793-Loose+Striped+Dress-trench-coat-sheinsidecom-coat-striped-sheinsidecom-dress-anna-xi-bag,13503,53 favorites,"['Urban', 'Everyday', 'fall']",347 votes
1145997-Denim+jacket-denim-jacket-old-navy-jacket-ankle-boots-asos-shoes,6,53 favorites,"['Casual', 'Work', 'Summer', 'work']",347 votes
988555-Happy+Valentine%60s+day-red-chicwish-dress,412,49 favorites,"['Elegant', ""Valentine's Day"", 'fall']",276 votes
979011-Superstars-dress-h-m-dress-h-m-hat-shoes-adidas-sneakers,8042,78 favorites,"['Basic', 'Everyday', 'Summer', 'normcore']",349 votes
946496-Hometown+Glory-mustard-h-m-dress-black-trench-sheinside-coat-mustard-zara-bag,344,72 favorites,"['Romantic', 'Birthday', 'fall']",318 votes
1051141-BLACK+BALANCE-black-lace-choiescom-dress-black-wool-asos-hat-blue-woodwedo-sunglasses,433,70 favorites,"['Elegant', 'Brunch', 'summer']",372 votes
1009091-Sunny+Walk-black-pinafore-midi-the-whitepepper-dress-black-sun-knit-the-whitepepper-hat,852,74 favorites,"['Comfortable', 'Walking The Dog', 'spring']",379 votes
958217-All+the+Foods-white-classic-1460-dr-martens-boots-green-chiffon-forever-21-dress,1736,19 favorites,"['Romantic', 'Everyday', 'fall']",67 votes
944387-Scarf+Love-light-pink-american-eagle-dress,5539,81 favorites,"['Romantic', 'Lunch Date', 'fall']",380 votes
1038524-Bohemian+Simplicity-chanel-bag-nbc-fashion-star-for-saks-fifth-avenue-dress-trina-turk-hat,155,66 favorites,"['Bohemian', 'BBQ Party', 'Summer']",347 votes
1028213-Prom+Night-red-custom-made-dress-black-meli-melo-bracelet-silver-avon-earrings,19,53 favorites,"['Elegant', 'Prom', 'spring']",261 votes
959145-Christmas+Outfits+I-tfnc-london-dress,1465,41 favorites,"['Elegant', 'Dinner Party', 'fall']",282 votes
1048505-Sun+is+up-choies-dress,105,67 favorites,"['Bohemian', 'Beach', 'summer']",345 votes
1011972-Sunshine-gold-necklace-blue-topshop-dress-beige-square-sunglass-glasses,53,51 favorites,"['Love Music Fashion Contest', 'School', 'Summer']",322 votes
1162535-Lace+midi-maroon-nakd-dress,640,36 favorites,"['Bohemian', 'Dinner Date', 'Summer']",311 votes
1168357-V+NECK-shein-dress-guess-bag-chanel-sunglasses-mango-sandals,1465,77 favorites,"['Classic', 'Everyday', 'summer']",358 votes
1062212-Now+As+I+Watch+Them+Feed+On+You-black-combat-boots-banana-bay-boots-black-velvet-diy-dress,174,31 favorites,"['Rocker', 'School', 'fall']",192 votes
1126783-Transitioning+from+Work+to+Play-white-studded-clutch-charlotte-russe-bag,1127,49 favorites,"['Classic', 'Work Happy Hour', 'summer']",351 votes
947699-Plum-maroon-tights-white-dress-navy-blazer-maroon-loafers,49,85 favorites,"['Romantic', 'Birthday', 'spring']",332 votes
1048144-Watermelon-silver-choker-double-cross-necklace-black-chunky-lovelywholesale-boots,379,48 favorites,"['90s', 'Everyday', 'summer']",272 votes
991413-Pilgrim-tawny-fig-leaf-dress-black-oasap-hat-white-forever21-blouse,1817,63 favorites,"['Bohemian', 'Everyday', 'winter']",353 votes
1028580-like+snow+like+gold-beige-gold-keepsake-the-label-dress-beige-triple-strap-chloe-heels,7452,81 favorites,"['Chic', 'Brunch', 'summer', 'white']",423 votes
1060289-feeling+neutral-light-brown-ruche-boots-white-others-follow-dress-ivory-avenle-bag,27916,59 favorites,"['Chic', 'Everyday', 'fall']",367 votes
1037434-In+love+with+my+Miu+Miu+dress-navy-miu-miu-dress-red-christian-dior-bag-dark-green-tom-ford-sunglasses,53,26 favorites,"['Elegant', 'Cocktail', 'summer']",122 votes
1227727-Together-shein-dress,31856,0 favorites,"['Chic', 'Brunch', 'Summer']",26 votes
1046276-Work+Work+Work-raccoon-face-lalisett-bag-dress-forever-21-dress,791,74 favorites,"['60s', 'Art Opening', 'Summer']",407 votes
1171495-Yellow+Flowers+OOTD-light-yellow-zara-dress,2092,70 favorites,"['Romantic', 'Everyday', 'summer']",369 votes
1112638-Oh+Deer-pink-oasap-dress-army-green-thrifted-jacket-dark-brown-forever21-flats,1817,50 favorites,"['Grandma', 'Everyday', 'spring', 'this dress really is e...']",358 votes
1021321-Some+of+us+have+to+grow+up+sometimes-white-asos-dress-h-m-hat-thrifted-vintage-cardigan-cream-topshop-flats,3754,83 favorites,"['Vintage', 'Picnic', 'spring']",361 votes
1145666-Easy+Breezy+Colour+Girl-light-orange-carla-zampatti-dress-neutral-zu-heels,310,33 favorites,"['Elegant', 'Theatre/Opera/Symphony', 'summer']",197 votes
1006246-Where+The+Palm+Trees+Grow-shirt-dress-aupie-dress-bronze-wide-sammydress-hat,262,59 favorites,"['Chic', 'Brunch', 'summer', 'tropical prints']",333 votes
1150872-Nude+Over+Red-red-deep-v-sheinside-dress-tan-trench-coat-sheinside-coat,296,43 favorites,"['Chic', 'Cocktail', 'winter']",250 votes
1036405-The+End+of+Crazy-gray-kika-vest-black-lace-thrifted-dress,230,71 favorites,"['Casual', 'Dinner Date', 'summer']",348 votes
1117742-An+Easy+Style+Fix-white-skater-express-dress-navy-sleeveless-theory-vest-crimson-lamb-heels,459,67 favorites,"['Dynamite Style Contest', 'Art Opening', 'summer']",368 votes
1188308-Dolce+Gabbana+Acid+Jazz-black-flapper-zara-dress-black-sonia-rykiel-hat,29687,51 favorites,"['Sexy', 'Work', 'Summer']",322 votes
1021804-Wearing+Florals-cotton-zara-dress-coach-bag-zara-pumps,494,78 favorites,"['Classic', 'Everyday', 'spring']",380 votes
1113305-PRINCESS+BELLE-lulus-dress-lulus-heels-three-pearl-lulus-necklace,13683,69 favorites,"['Romantic', 'Formal', 'Summer']",365 votes
981951-Royal+Leopard-neutral-leopard-hm-dress-black-brim-hate-uniqlo-hat,150,59 favorites,"['Modest', 'School', 'winter']",336 votes
1101887-MIDI+ME-blue-velvet-front-row-shop-dress-blue-leather-dsquared2-bag,433,51 favorites,"['Chic', 'Photo Shoot', 'spring']",296 votes
1004041-Vestido+curto+em+pied+de+poule-black-maria-gueixa-dress-hot-pink-shutz-heels,704,51 favorites,"['Trendy', 'Birthday', 'Summer']",316 votes
1058959-Idealistic-crimson-ellos-dress,16,74 favorites,"['Basic', 'Brunch', 'Summer']",312 votes
1054582-070214-brown-michael-kors-bag-ruby-red-off-shoulder-sheinside-dress,7771,87 favorites,"['Trendy', 'Girls Night Out', 'summer', 'girl', 'nice', 'floral']",373 votes
1022756-Fish-green-gifted-watch-periwinkle-asos-dress-black-backpack-chanel-bag,29687,34 favorites,"['Sports', 'Everyday', 'spring']",177 votes
1038224-Pineapples-zara-dress-h-m-sunglasses-zara-sandals,377,68 favorites,"['Chic', 'Everyday', 'summer']",361 votes
1020932-Saphir-blue-sheinside-dress,758,106 favorites,"['Trendy', 'Dinner Date', 'spring', 'careenl']",433 votes
1155830-FLOW-sheinside-vest-zara-boots-sheinside-dress,1465,57 favorites,"['Bohemian', 'Everyday', 'winter']",377 votes
1030027-The+vintage+bomber-asos-dress-cat-called-esteban-jacket-spylovebuy-heels,119,74 favorites,"['90s', 'Everyday', 'Summer']",334 votes
1040635-Duster-black-topshop-dress,11,28 favorites,"['Red White & Blue', 'Work', 'Summer']",153 votes
1013034-ON+BROADWAY-hawaiian-topshop-dress,7450,70 favorites,"['Casual', 'Everyday', 'spring']",378 votes
1118282-Minty+Fresh-orange-kristin-perry-hair-accessory-aquamarine-others-follow-dress,619,66 favorites,"['Dynamite Style Contest', 'Everyday', 'spring']",379 votes
1028550-Pi%C3%B1a-sun-zara-dress-off-white-lace-superga-sneakers,7056,63 favorites,"['Casual', 'Everyday', 'Summer']",348 votes
945064-Emerald+Black-choies-boots-lovers-friends-dress,2131,70 favorites,"['Chic', 'Lunch Date', 'fall']",411 votes
947403-shades+of+blue-blue-wore-as-top-asos-dress-blue-asos-skirt,174,53 favorites,"['Trendy', 'Dinner Date', 'fall']",355 votes
1045751-Blooming+Meadows+Maxi+Dress-maxi-dress-anthropologie-dress,14,66 favorites,"['Bohemian', 'Everyday', 'Summer']",358 votes
950309-Faux+Fur-tunic-forever-21-dress-leather-tory-burch-flats-ray-ban-glasses,21,54 favorites,"['Chic', 'Art Opening', 'fall']",361 votes
1056927-Eye+Can+See+You-turquoise-blue-dangerfield-dress-dark-green-thrifted-jacket,7135,52 favorites,"['Eclectic', 'Everyday', 'Summer']",339 votes
